Status,Exercise Display / Reference Name ,YouTube URL,Vimeo URL,Figure Icon ,Thumbnail,Coach,Assigned,Type,Tracking Fields,Per Side Info,Equipment,Muscle Groups,Tags / Target Areas,Description / Instructions,How To Perform 1,How To Perform 2,How To Perform 3,How To Perform 4
Complete,Dumbbells Shoulder Shrugs,,https://vimeo.com/769835530,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,Dumbbells,"Trapezius, Deltoids, Rhomboids","Upper Body, Strength , Traps , Shoulders , Upper Back , Rotator Cuffs","A dumbbells-based strength exercise targeting the traps, shoulders, upper back.","Set up for Dumbbells Shoulder Shrugs with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Dying Bugg,,https://vimeo.com/767845880,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Abdominals, Hip Flexors","Full Body, Core, Hip Flexors, Balance, Co-ordination, Post Natal","A mobility exercise targeting the core, hip flexors, balance, building controlled range of motion and joint health.",Set up in the starting position for Dying Bugg. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Eagle Hang on Rings,,https://vimeo.com/781359431,Completed,Completed,DANNY,,Bodyweight,Duration,None,Rings,Rhomboids,"Upper Body , Strength , Upper Back, Bodyweight Training, ","A bodyweight exercise focusing on upper back, bodyweight training, building strength and control without external load.",Set up for Eagle Hang on Rings. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Eagle Hang to Muscle Up ,,https://vimeo.com/781360910,Completed,Completed,DANNY,,Bodyweight,Duration,None,Rings,Rhomboids,"Upper Body , Strength , Upper Back, Bodyweight Training, Skills, rings","A bodyweight exercise focusing on upper back, bodyweight training, skills, building strength and control without external load.",Set up for Eagle Hang to Muscle Up. Establish proper hand or foot placement and engage your core before starting.,Execute the movement with full body tension. Quality of each repetition matters more than speed.,Return to the starting position with control. Reset your position if needed before the next rep.,
Complete,Elbow Hinges,,https://vimeo.com/776005427,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,Biceps,"Upper Body, Elbows, Banded Workouts, Rehab ,Mobility, Flexibility, Arms","A mobility exercise targeting the elbows, banded workouts, rehab, building controlled range of motion and joint health.",Set up in the starting position for Elbow Hinges. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Elbow Plank ,,https://vimeo.com/767342129,Completed,Completed,DANNY,,Mobility,Duration,None,None,"Deltoids, Obliques, Abdominals","Upper Body, Mobility , Shoulder, Obliques, Core","A mobility exercise targeting the shoulder, obliques, core, building controlled range of motion and joint health.",Set up in the starting position for Elbow Plank. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Elbow Plank Razors ,,https://vimeo.com/768738040,Completed,Completed,DANNY,,Mobility,Duration,None,None,"Deltoids, Abdominals","Full Body, Strength, Mobility, Shoulders, Core","A mobility exercise targeting the shoulders, core, building controlled range of motion and joint health.",Set up in the starting position for Elbow Plank Razors. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Elbow Side Plank Twist ,,https://vimeo.com/767342180,Completed,Completed,DANNY,,Mobility,Duration,Per Side,None,"Deltoids, Obliques, Abdominals","Upper Body, Mobility , Shoulder, Obliques, Core","A mobility exercise targeting the shoulder, obliques, core, building controlled range of motion and joint health.",Set up in the starting position for Elbow Side Plank Twist. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Elephant Walks ,,https://vimeo.com/765465960/8185e76e6b,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Hip Flexors, Hamstrings","Lower Body, Mobility, Hips, Knees, Hamstrings, Calfs","A mobility exercise targeting the hips, knees, hamstrings, building controlled range of motion and joint health.",Set up in the starting position for Elephant Walks. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Ez Curls ,,https://vimeo.com/769847946,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,Dumbbells,Biceps,"Upper Body, Strength , Arms, Biceps ","A dumbbells-based strength exercise targeting the arms, biceps.","Set up for Ez Curls with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Ez Curls - 21's,,https://vimeo.com/769848304,Completed,Completed,DANNY,,Strength,Repetitions with Weight,None,Dumbbells,Biceps,"Upper Body, Strength , Arms, Biceps ","A dumbbells-based strength exercise targeting the arms, biceps.","Set up for Ez Curls - 21's with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Falsegrip Chin Hold on Rings,,https://vimeo.com/781358948,Completed,Completed,DANNY,,Strength,Duration,None,Rings,Rhomboids,"Upper Body , Strength , Upper Back, Bodyweight Training, ","A rings-based strength exercise targeting the upper back, bodyweight training.","Set up for Falsegrip Chin Hold on Rings with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Farmers Carrys,,https://vimeo.com/769817620,Completed,Completed,DANNY,,Strength,Repetitions,None,None,Abdominals,"Full Body , Strength, Co-ordination, Core ","A strength exercise targeting the co-ordination, core.","Set up for Farmers Carrys with proper form. Ensure your grip, stance, and alignment are correct before starting.",Execute the movement through a full range of motion with control. Focus on the target muscles and avoid compensating with momentum.,Return to the starting position under control. Do not rush the eccentric (lowering) phase.,
Complete,Fig 4 Rotations,,https://vimeo.com/manage/videos/918446633/a0f5a23ed7,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,Hip Flexors,"Lower Body, Mobility, hips, hip flexors, Strength, Legs ","A mobility exercise targeting the hips, hip flexors, legs, building controlled range of motion and joint health.",Set up in the starting position for Fig 4 Rotations. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Fire Hydrants ,,https://vimeo.com/765465988/472ba3cfcd,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Hip Flexors, Gluteus Maximus, Hip Adductors","Lower Body, Mobility, Hips, Glutes, Adductors","A mobility exercise targeting the hips, glutes, adductors, building controlled range of motion and joint health.",Set up in the starting position for Fire Hydrants. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
Complete,Fire Hydrants With Leg Extensions ,,https://vimeo.com/765466009/c11a2fd323,Completed,Completed,DANNY,,Mobility,Repetitions,None,None,"Hip Flexors, Gluteus Maximus, Hip Adductors","Lower Body, Mobility, Hips, Glutes, Adductors","A mobility exercise targeting the hips, glutes, adductors, building controlled range of motion and joint health.",Set up in the starting position for Fire Hydrants With Leg Extensions. Ensure proper alignment and brace your core lightly.,"Move through the full range of motion with control. Focus on owning every part of the movement, not just the end range.",Return to the starting position with the same level of control. Repeat for the prescribed repetitions.,
